Actividad principal (CNAE-2009 a 1, 2 y 3 dígitos);Producto consumido;año;Total
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Otros productos petrolíferos;2017;561
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Otros productos petrolíferos;2015;603
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Carbón y coque;2022;0
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Carbón y coque;2021;0
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Carbón y coque;2019;0
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Carbón y coque;2017;0
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Carbón y coque;2015;0
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Biocombustibles;2022;424
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Biocombustibles;2021;0
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Biocombustibles;2019;7
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Biocombustibles;2017;69
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Biocombustibles;2015;0
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Calor y otros consumos energéticos;2022;268
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Calor y otros consumos energéticos;2021;540
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Calor y otros consumos energéticos;2019;40
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Calor y otros consumos energéticos;2017;124
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Calor y otros consumos energéticos;2015;515
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Total consumos energéticos;2022;74.738
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Total consumos energéticos;2021;47.459
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Total consumos energéticos;2019;48.625
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Total consumos energéticos;2017;44.194
282 Fabricación de otra maquinaria de uso general (CNAE 28.2);Total consumos energéticos;2015;46.003
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Electricidad;2022;16.992
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Electricidad;2021;9.621
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Electricidad;2019;6.402
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Electricidad;2017;6.938
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Electricidad;2015;6.376
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Gas;2022;8.922
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Gas;2021;2.674
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Gas;2019;2.578
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Gas;2017;1.920
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Gas;2015;2.801
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Gasóleo;2022;3.415
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Gasóleo;2021;3.395
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Gasóleo;2019;3.054
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Gasóleo;2017;2.738
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Gasóleo;2015;2.486
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Fueloil;2022;0
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Fueloil;2021;0
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Fueloil;2019;0
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Fueloil;2017;0
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Fueloil;2015;0
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Otros productos petrolíferos;2022;2.742
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Otros productos petrolíferos;2021;185
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Otros productos petrolíferos;2019;98
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Otros productos petrolíferos;2017;325
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Otros productos petrolíferos;2015;77
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Carbón y coque;2022;0
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Carbón y coque;2021;0
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Carbón y coque;2019;0
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Carbón y coque;2017;0
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Carbón y coque;2015;0
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Biocombustibles;2022;16
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Biocombustibles;2021;15
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Biocombustibles;2019;0
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Biocombustibles;2017;0
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Biocombustibles;2015;1
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Calor y otros consumos energéticos;2022;0
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Calor y otros consumos energéticos;2021;35
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Calor y otros consumos energéticos;2019;30
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Calor y otros consumos energéticos;2017;0
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Calor y otros consumos energéticos;2015;0
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Total consumos energéticos;2022;32.087
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Total consumos energéticos;2021;15.925
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Total consumos energéticos;2019;12.163
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Total consumos energéticos;2017;11.922
283 Fabricación de maquinaria agraria y forestal (CNAE 28.3);Total consumos energéticos;2015;11.740
284 Fabricación de máquinas-herramienta (CNAE 28.4);Electricidad;2022;10.268
284 Fabricación de máquinas-herramienta (CNAE 28.4);Electricidad;2021;6.049
284 Fabricación de máquinas-herramienta (CNAE 28.4);Electricidad;2019;6.342
284 Fabricación de máquinas-herramienta (CNAE 28.4);Electricidad;2017;6.235
284 Fabricación de máquinas-herramienta (CNAE 28.4);Electricidad;2015;6.793
284 Fabricación de máquinas-herramienta (CNAE 28.4);Gas;2022;1.511
284 Fabricación de máquinas-herramienta (CNAE 28.4);Gas;2021;799
284 Fabricación de máquinas-herramienta (CNAE 28.4);Gas;2019;1.086
284 Fabricación de máquinas-herramienta (CNAE 28.4);Gas;2017;810
284 Fabricación de máquinas-herramienta (CNAE 28.4);Gas;2015;1.032
284 Fabricación de máquinas-herramienta (CNAE 28.4);Gasóleo;2022;928
284 Fabricación de máquinas-herramienta (CNAE 28.4);Gasóleo;2021;834
284 Fabricación de máquinas-herramienta (CNAE 28.4);Gasóleo;2019;847
284 Fabricación de máquinas-herramienta (CNAE 28.4);Gasóleo;2017;928
284 Fabricación de máquinas-herramienta (CNAE 28.4);Gasóleo;2015;749
284 Fabricación de máquinas-herramienta (CNAE 28.4);Fueloil;2022;0
284 Fabricación de máquinas-herramienta (CNAE 28.4);Fueloil;2021;0
284 Fabricación de máquinas-herramienta (CNAE 28.4);Fueloil;2019;0
284 Fabricación de máquinas-herramienta (CNAE 28.4);Fueloil;2017;0
284 Fabricación de máquinas-herramienta (CNAE 28.4);Fueloil;2015;0
284 Fabricación de máquinas-herramienta (CNAE 28.4);Otros productos petrolíferos;2022;235
284 Fabricación de máquinas-herramienta (CNAE 28.4);Otros productos petrolíferos;2021;44
284 Fabricación de máquinas-herramienta (CNAE 28.4);Otros productos petrolíferos;2019;96
284 Fabricación de máquinas-herramienta (CNAE 28.4);Otros productos petrolíferos;2017;430
284 Fabricación de máquinas-herramienta (CNAE 28.4);Otros productos petrolíferos;2015;129
284 Fabricación de máquinas-herramienta (CNAE 28.4);Carbón y coque;2022;0
284 Fabricación de máquinas-herramienta (CNAE 28.4);Carbón y coque;2021;0
284 Fabricación de máquinas-herramienta (CNAE 28.4);Carbón y coque;2019;0
284 Fabricación de máquinas-herramienta (CNAE 28.4);Carbón y coque;2017;0
284 Fabricación de máquinas-herramienta (CNAE 28.4);Carbón y coque;2015;0
284 Fabricación de máquinas-herramienta (CNAE 28.4);Biocombustibles;2022;142
284 Fabricación de máquinas-herramienta (CNAE 28.4);Biocombustibles;2021;13
284 Fabricación de máquinas-herramienta (CNAE 28.4);Biocombustibles;2019;23
284 Fabricación de máquinas-herramienta (CNAE 28.4);Biocombustibles;2017;0
284 Fabricación de máquinas-herramienta (CNAE 28.4);Biocombustibles;2015;0
284 Fabricación de máquinas-herramienta (CNAE 28.4);Calor y otros consumos energéticos;2022;0
284 Fabricación de máquinas-herramienta (CNAE 28.4);Calor y otros consumos energéticos;2021;0
284 Fabricación de máquinas-herramienta (CNAE 28.4);Calor y otros consumos energéticos;2019;27
284 Fabricación de máquinas-herramienta (CNAE 28.4);Calor y otros consumos energéticos;2017;2
284 Fabricación de máquinas-herramienta (CNAE 28.4);Calor y otros consumos energéticos;2015;3
284 Fabricación de máquinas-herramienta (CNAE 28.4);Total consumos energéticos;2022;13.085
284 Fabricación de máquinas-herramienta (CNAE 28.4);Total consumos energéticos;2021;7.739
284 Fabricación de máquinas-herramienta (CNAE 28.4);Total consumos energéticos;2019;8.420
284 Fabricación de máquinas-herramienta (CNAE 28.4);Total consumos energéticos;2017;8.405
284 Fabricación de máquinas-herramienta (CNAE 28.4);Total consumos energéticos;2015;8.707
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Electricidad;2022;34.032
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Electricidad;2021;20.335
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Electricidad;2019;21.505
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Electricidad;2017;20.087
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Electricidad;2015;20.946
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Gas;2022;3.630
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Gas;2021;3.118
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Gas;2019;3.301
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Gas;2017;3.263
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Gas;2015;3.367
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Gasóleo;2022;4.249
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Gasóleo;2021;4.227
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Gasóleo;2019;5.864
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Gasóleo;2017;4.217
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Gasóleo;2015;4.272
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Fueloil;2022;180
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Fueloil;2021;1
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Fueloil;2019;10
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Fueloil;2017;3
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Fueloil;2015;17
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Otros productos petrolíferos;2022;1.485
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Otros productos petrolíferos;2021;1.569
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Otros productos petrolíferos;2019;530
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Otros productos petrolíferos;2017;351
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Otros productos petrolíferos;2015;491
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Carbón y coque;2022;0
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Carbón y coque;2021;0
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Carbón y coque;2019;0
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Carbón y coque;2017;0
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Carbón y coque;2015;0
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Biocombustibles;2022;69
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Biocombustibles;2021;15
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Biocombustibles;2019;13
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Biocombustibles;2017;15
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Biocombustibles;2015;18
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Calor y otros consumos energéticos;2022;50
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Calor y otros consumos energéticos;2021;99
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Calor y otros consumos energéticos;2019;178
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Calor y otros consumos energéticos;2017;328
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Calor y otros consumos energéticos;2015;174
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Total consumos energéticos;2022;43.695
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Total consumos energéticos;2021;29.363
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Total consumos energéticos;2019;31.402
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Total consumos energéticos;2017;28.264
289 Fabricación de otra maquinaria para usos específicos (CNAE 28.9);Total consumos energéticos;2015;29.284
29 Vehículos de motor, remolques y semiremolques (CNAE 29);Electricidad;2022;534.966
29 Vehículos de motor, remolques y semiremolques (CNAE 29);Electricidad;2021;331.906
29 Vehículos de motor, remolques y semiremolques (CNAE 29);Electricidad;2019;372.113
29 Vehículos de motor, remolques y semiremolques (CNAE 29);Electricidad;2017;348.451
29 Vehículos de motor, remolques y semiremolques (CNAE 29);Electricidad;2015;337.918
29 Vehículos de motor, remolques y semiremolques (CNAE 29);Gas;2022;142.174
29 Vehículos de motor, remolques y semiremolques (CNAE 29);Gas;2021;89.150
29 Vehículos de motor, remolques y semiremolques (CNAE 29);Gas;2019;100.795
29 Vehículos de motor, remolques y semiremolques (CNAE 29);Gas;2017;94.918
29 Vehículos de motor, remolques y semiremolques (CNAE 29);Gas;2015;119.117
29 Vehículos de motor, remolques y semiremolques (CNAE 29);Gasóleo;2022;26.393
29 Vehículos de motor, remolques y semiremolques (CNAE 29);Gasóleo;2021;12.820
29 Vehículos de motor, remolques y semiremolques (CNAE 29);Gasóleo;2019;23.025
29 Vehículos de motor, remolques y semiremolques (CNAE 29);Gasóleo;2017;7.922
29 Vehículos de motor, remolques y semiremolques (CNAE 29);Gasóleo;2015;9.869
29 Vehículos de motor, remolques y semiremolques (CNAE 29);Fueloil;2022;82
29 Vehículos de motor, remolques y semiremolques (CNAE 29);Fueloil;2021;66
29 Vehículos de motor, remolques y semiremolques (CNAE 29);Fueloil;2019;1.692
29 Vehículos de motor, remolques y semiremolques (CNAE 29);Fueloil;2017;570
29 Vehículos de motor, remolques y semiremolques (CNAE 29);Fueloil;2015;357
29 Vehículos de motor, remolques y semiremolques (CNAE 29);Otros productos petrolíferos;2022;4.037
29 Vehículos de motor, remolques y semiremolques (CNAE 29);Otros productos petrolíferos;2021;3.080
